AUTOMATION_NAME,Flowback DateTime,Days Online,Hours Online,Hours Producing,Days Producing,PROD_OIL_HR,PROD_WTR_HR,TOTAL_GAS,GAS_24HR,Choke1,Choke2,TBG_PRESS,CSG_PRESS,PROD_SAND,CHLORIDES_PPM,FBHP
hamilton 11h,7/15/2017,9.708333333,233,233,9.708333333,35,134,3006,3006,30,0,0,2389,0,Yes,6120.06
hamilton 11h,7/15/2017,9.75,234,234,9.75,35,131,2931,2931,30,0,0,2390,0,Yes,6111.85
hamilton 11h,7/15/2017,9.791666667,235,235,9.791666667,36,133,2983,2983,30,0,0,2389,0,Yes,6123.95
hamilton 11h,7/15/2017,9.833333333,236,236,9.833333333,35,132,2974,2974,30,0,0,2388,0,Yes,6126.53
hamilton 11h,7/15/2017,9.875,237,237,9.875,36,134,2962,2962,30,0,0,2387,0,Yes,6096.83
hamilton 11h,7/15/2017,9.916666667,238,238,9.916666667,35,134,3032,3032,30,0,0,2385,0,Yes,6113.51
hamilton 11h,7/15/2017,9.958333333,239,239,9.958333333,35,131,3055,3055,30,0,0,2383,0,Yes,6103.74
hamilton 11h,7/15/2017,10,240,240,10,36,135,2979,2979,30,0,0,2381,0,Yes,6101.09
hamilton 11h,7/15/2017,10.04166667,241,241,10.04166667,36,134,3015,3015,30,0,0,2379,0,Yes,6098.65
hamilton 11h,7/15/2017,10.08333333,242,242,10.08333333,36,132,2923,2923,30,0,0,2377,0,Yes,6092.92
hamilton 11h,7/15/2017,10.125,243,243,10.125,36,135,2911,2911,30,0,0,2376,0,Yes,6104.48
hamilton 11h,7/15/2017,10.16666667,244,244,10.16666667,36,136,2915,2915,30,0,0,2374,0,Yes,6090.47
hamilton 11h,7/15/2017,10.20833333,245,245,10.20833333,35,135,3010,3010,30,0,0,2373,0,Yes,6087.49
hamilton 11h,7/15/2017,10.25,246,246,10.25,34,135,3018,3018,30,0,0,2372,0,Yes,6100.22
hamilton 11h,7/15/2017,10.29166667,247,247,10.29166667,35,133,2977,2977,30,0,0,2370,0,Yes,6107.5
hamilton 11h,7/15/2017,10.33333333,248,248,10.33333333,34,134,3050,3050,30,0,0,2369,0,Yes,6091.31
hamilton 11h,7/16/2017,10.375,249,249,10.375,35,135,3030,3030,30,0,0,2368,0,Yes,6097.78
hamilton 11h,7/16/2017,10.41666667,250,250,10.41666667,36,135,2998,2998,30,0,0,2366,0,Yes,6090.77
hamilton 11h,7/16/2017,10.45833333,251,251,10.45833333,35,134,3017,3017,30,0,0,2364,0,Yes,6088.93
hamilton 11h,7/16/2017,10.5,252,252,10.5,34,133,3008,3008,30,0,0,2362,0,Yes,6089.72
hamilton 11h,7/16/2017,10.54166667,253,253,10.54166667,34,133,2987,2987,30,0,0,2360,0,Yes,6082.07
hamilton 11h,7/16/2017,10.58333333,254,254,10.58333333,35,135,2995,2995,30,0,0,2359,0,Yes,6082.96
hamilton 11h,7/16/2017,10.625,255,255,10.625,36,134,3015,3015,30,0,0,2358,0,Yes,6086.5
hamilton 11h,7/16/2017,10.66666667,256,256,10.66666667,36,132,3023,3023,30,0,0,2356,0,Yes,6084.87
hamilton 11h,7/16/2017,10.70833333,257,257,10.70833333,34,134,2989,2989,30,0,0,2355,0,Yes,6079.41
hamilton 11h,7/16/2017,10.75,258,258,10.75,36,132,3055,3055,30,0,0,2354,0,Yes,6089.65
hamilton 11h,7/16/2017,10.79166667,259,259,10.79166667,36,136,3040,3040,30,0,0,2353,0,Yes,6074.81
hamilton 11h,7/16/2017,10.83333333,260,260,10.83333333,35,132,3068,3068,30,0,0,2351,0,Yes,6056.01
hamilton 11h,7/16/2017,10.875,261,261,10.875,35,134,3015,3015,30,0,0,2350,0,Yes,6084.37
hamilton 11h,7/16/2017,10.91666667,262,262,10.91666667,35,132,3031,3031,30,0,0,2348,0,Yes,6073.2
hamilton 11h,7/16/2017,10.95833333,263,263,10.95833333,35,134,3067,3067,30,0,0,2347,0,Yes,6079.99
hamilton 11h,7/16/2017,11,264,264,11,36,134,3043,3043,30,0,0,2345,0,Yes,6091.57
hamilton 11h,7/16/2017,11.04166667,265,265,11.04166667,35,134,3084,3084,30,0,0,2344,0,Yes,6092.41
hamilton 11h,7/16/2017,11.08333333,266,266,11.08333333,34,133,3032,3032,30,0,0,2342,0,Yes,6069.2
hamilton 11h,7/16/2017,11.125,267,267,11.125,35,133,2990,2990,30,0,0,2341,0,Yes,6064.97
hamilton 11h,7/16/2017,11.16666667,268,268,11.16666667,34,133,2701,2701,30,0,0,2339,0,Yes,6063.76
hamilton 11h,7/16/2017,11.20833333,269,269,11.20833333,34,134,2725,2725,30,0,0,2338,0,Yes,6053.33
hamilton 11h,7/16/2017,11.25,270,270,11.25,35,133,2815,2815,30,0,0,2338,0,Yes,6060.92
hamilton 11h,7/16/2017,11.29166667,271,271,11.29166667,34,133,2809,2809,30,0,0,2337,0,Yes,6065.76
hamilton 11h,7/16/2017,11.33333333,272,272,11.33333333,34,134,2829,2829,30,0,0,2336,0,Yes,6055.03
hamilton 11h,7/17/2017,11.375,273,273,11.375,35,133,2830,2830,30,0,0,2335,0,Yes,6048.6
hamilton 11h,7/17/2017,11.41666667,274,274,11.41666667,34,133,2784,2784,30,0,0,2334,0,Yes,6049.68
hamilton 11h,7/17/2017,11.45833333,275,275,11.45833333,34,134,2810,2810,30,0,0,2333,0,Yes,6056.76
hamilton 11h,7/17/2017,11.5,276,276,11.5,35,133,2791,2791,30,0,0,2332,0,Yes,6049.09
hamilton 11h,7/17/2017,11.54166667,277,277,11.54166667,34,132,2848,2848,30,0,0,2331,0,Yes,6038.38
hamilton 11h,7/17/2017,11.58333333,278,278,11.58333333,34,133,2737,2737,30,0,0,2329,0,Yes,6047.8
hamilton 11h,7/17/2017,11.625,279,279,11.625,34,133,2820,2820,30,0,0,2328,0,Yes,6029.36
hamilton 11h,7/17/2017,11.66666667,280,280,11.66666667,32,132,2961,2961,30,0,0,2327,0,Yes,6047.32
hamilton 11h,7/17/2017,11.70833333,281,281,11.70833333,34,136,3063,3063,30,0,0,2325,0,Yes,6022.07
hamilton 11h,7/17/2017,11.75,282,282,11.75,36,136,2991,2991,30,0,0,2324,0,Yes,6040.61
hamilton 11h,7/17/2017,11.79166667,283,283,11.79166667,36,134,3015,3015,30,0,0,2323,0,Yes,6026.58
hamilton 11h,7/17/2017,11.83333333,284,284,11.83333333,36,134,3032,3032,30,0,0,2321,0,Yes,6027.52
hamilton 11h,7/17/2017,11.875,285,285,11.875,34,134,3045,3045,30,0,0,2320,0,Yes,6031.18
hamilton 11h,7/17/2017,11.91666667,286,286,11.91666667,32,130,3001,3001,30,0,0,2319,0,Yes,6019.77
hamilton 11h,7/17/2017,11.95833333,287,287,11.95833333,32,134,3017,3017,30,0,0,2318,0,Yes,6021.81
hamilton 11h,7/17/2017,12,288,288,12,34,132,2980,2980,30,0,0,2317,0,Yes,6031.26
hamilton 11h,7/17/2017,12.04166667,289,289,12.04166667,34,134,2993,2993,30,0,0,2316,0,Yes,6080.93
hamilton 11h,7/17/2017,12.08333333,290,290,12.08333333,34,132,3066,3066,30,0,0,2315,0,Yes,6079.55
hamilton 11h,7/17/2017,12.125,291,291,12.125,34,132,2995,2995,30,0,0,2314,0,Yes,6059.59
hamilton 11h,7/17/2017,12.16666667,292,292,12.16666667,34,133,2963,2963,30,0,0,2310,0,Yes,6057.36
hamilton 11h,7/17/2017,12.20833333,293,293,12.20833333,35,134,3080,3080,30,0,0,2310,0,Yes,6056.73
hamilton 11h,7/17/2017,12.25,294,294,12.25,34,134,3115,3115,30,0,0,2310,0,Yes,6054.07
hamilton 11h,7/17/2017,12.29166667,295,295,12.29166667,34,134,3009,3009,30,0,0,2309,0,Yes,6060.29
hamilton 11h,7/17/2017,12.33333333,296,296,12.33333333,33,133,3138,3138,30,0,0,2309,0,Yes,6058.71
hamilton 11h,7/18/2017,12.375,297,297,12.375,34,133,3025,3025,30,0,0,2309,0,Yes,6057.1
hamilton 11h,7/18/2017,12.41666667,298,298,12.41666667,34,133,2948,2948,30,0,0,2307,0,Yes,6041.28
hamilton 11h,7/18/2017,12.45833333,299,299,12.45833333,33,132,2820,2820,30,0,0,2306,0,Yes,6062.55
hamilton 11h,7/18/2017,12.5,300,300,12.5,32,133,3122,3122,30,0,0,2304,0,Yes,6046.17
hamilton 11h,7/18/2017,12.54166667,301,301,12.54166667,33,134,3048,3048,30,0,0,2303,0,Yes,6011.42
hamilton 11h,7/18/2017,12.58333333,302,302,12.58333333,33,133,2829,2829,30,0,0,2302,0,Yes,6010.28
hamilton 11h,7/18/2017,12.625,303,303,12.625,34,133,3017,3017,30,0,0,2301,0,Yes,6024.25
hamilton 11h,7/18/2017,12.66666667,304,304,12.66666667,32,130,2984,2984,30,0,0,2300,0,Yes,6012.27
hamilton 11h,7/18/2017,12.70833333,305,305,12.70833333,32,134,3029,3029,30,0,0,2299,0,Yes,6007.57
hamilton 11h,7/18/2017,12.75,306,306,12.75,34,134,3011,3011,30,0,0,2299,0,Yes,6000.32
hamilton 11h,7/18/2017,12.79166667,307,307,12.79166667,33,132,3045,3045,30,0,0,2298,0,Yes,5987.08
hamilton 11h,7/18/2017,12.83333333,308,308,12.83333333,33,130,2990,2990,30,0,0,2297,0,Yes,6000.8
hamilton 11h,7/18/2017,12.875,309,309,12.875,34,132,2920,2920,30,0,0,2296,0,Yes,6001.72
hamilton 11h,7/18/2017,12.91666667,310,310,12.91666667,33,132,2992,2992,30,0,0,2295,0,Yes,6006.08
hamilton 11h,7/18/2017,12.95833333,311,311,12.95833333,33,131,2943,2943,30,0,0,2294,0,Yes,5982.28
hamilton 11h,7/18/2017,13,312,312,13,33,131,3016,3016,30,0,0,2293,0,Yes,5994.15
hamilton 11h,7/18/2017,13.04166667,313,313,13.04166667,33,132,3040,3040,30,0,0,2292,0,Yes,6000.67
hamilton 11h,7/18/2017,13.08333333,314,314,13.08333333,34,131,3031,3031,30,0,0,2290,0,Yes,5984.42
hamilton 11h,7/18/2017,13.125,315,315,13.125,34,130,3045,3045,30,0,0,2289,0,Yes,5977.12
hamilton 11h,7/18/2017,13.16666667,316,316,13.16666667,33,131,2860,2860,30,0,0,2286,0,Yes,5994.18
hamilton 11h,7/18/2017,13.20833333,317,317,13.20833333,34,132,3002,3002,30,0,0,2285,0,Yes,5964.83
hamilton 11h,7/18/2017,13.25,318,318,13.25,34,132,2877,2877,30,0,0,2284,0,Yes,5988
hamilton 11h,7/18/2017,13.29166667,319,319,13.29166667,33,130,3008,3008,30,0,0,2283,0,Yes,5999.82
hamilton 11h,7/18/2017,13.33333333,320,320,13.33333333,34,131,2988,2988,30,0,0,2282,0,Yes,6017.36
hamilton 11h,7/19/2017,13.375,321,321,13.375,34,132,3012,3012,30,0,0,2281,0,Yes,5961.92
hamilton 11h,7/19/2017,13.41666667,322,322,13.41666667,34,132,2974,2974,30,0,0,2280,0,Yes,5979.94
hamilton 11h,7/19/2017,13.45833333,323,323,13.45833333,33,132,3014,3014,30,0,0,2279,0,Yes,6015.37
hamilton 11h,7/19/2017,13.5,324,324,13.5,33,132,2969,2969,30,0,0,2278,0,Yes,5980.76
hamilton 11h,7/19/2017,13.54166667,325,325,13.54166667,33,131,3021,3021,30,0,0,2277,0,Yes,5969.54
hamilton 11h,7/19/2017,13.58333333,326,326,13.58333333,34,133,2985,2985,30,0,0,2276,0,Yes,5976.74
hamilton 11h,7/19/2017,13.625,327,327,13.625,33,132,3030,3030,30,0,0,2275,0,Yes,5983.28
hamilton 11h,7/19/2017,13.66666667,328,328,13.66666667,33,131,2947,2947,30,0,0,2274,0,Yes,5965.52
hamilton 11h,7/19/2017,13.70833333,329,329,13.70833333,32,130,3015,3015,30,0,0,2273,0,Yes,5967.33
hamilton 11h,7/19/2017,13.75,330,330,13.75,34,132,3186,3186,30,0,0,2272,0,Yes,5988.88
hamilton 11h,7/19/2017,13.79166667,331,331,13.79166667,31,129,3071,3071,30,0,0,2271,0,Yes,5972.51
hamilton 11h,7/19/2017,13.83333333,332,332,13.83333333,33,131,2992,2992,30,0,0,2270,0,Yes,5977.37
hamilton 11h,7/19/2017,13.875,333,333,13.875,32,130,2879,2879,30,0,0,2269,0,Yes,5962.88
hamilton 11h,7/19/2017,13.91666667,334,334,13.91666667,32,130,3012,3012,30,0,0,2268,0,Yes,5959.91
hamilton 11h,7/19/2017,13.95833333,335,335,13.95833333,32,133,3188,3188,30,0,0,2267,0,Yes,5957.32
hamilton 11h,7/19/2017,14,336,336,14,33,129,2973,2973,30,0,0,2266,0,Yes,5950.25
hamilton 11h,7/19/2017,14.04166667,337,337,14.04166667,31,131,2916,2916,30,0,0,2264,0,Yes,5984.09
hamilton 11h,7/19/2017,14.08333333,338,338,14.08333333,32,132,3021,3021,30,0,0,2262,0,Yes,5962.37
hamilton 11h,7/19/2017,14.125,339,339,14.125,32,131,3162,3162,30,0,0,2260,0,Yes,5985.08
hamilton 11h,7/19/2017,14.16666667,340,340,14.16666667,31,132,2736,2736,30,0,0,2258,0,Yes,5949.66
hamilton 11h,7/19/2017,14.20833333,341,341,14.20833333,30,132,2958,2958,30,0,0,2257,0,Yes,5957.56
hamilton 11h,7/19/2017,14.25,342,342,14.25,31,131,3012,3012,30,0,0,2256,0,Yes,5956.58
hamilton 11h,7/19/2017,14.29166667,343,343,14.29166667,31,132,2917,2917,30,0,0,2255,0,Yes,5961.42
hamilton 11h,7/19/2017,14.33333333,344,344,14.33333333,30,131,2870,2870,30,0,0,2254,0,Yes,5952.13
hamilton 11h,7/20/2017,14.375,345,345,14.375,31,132,2910,2910,30,0,0,2253,0,Yes,5958.05
hamilton 11h,7/20/2017,14.41666667,346,346,14.41666667,31,131,3120,3120,30,0,0,2252,0,Yes,5943.06
hamilton 11h,7/20/2017,14.45833333,347,347,14.45833333,30,132,3032,3032,30,0,0,2251,0,Yes,5959.2
hamilton 11h,7/20/2017,14.5,348,348,14.5,30,132,2948,2948,30,0,0,2250,0,Yes,5943.36
hamilton 11h,7/20/2017,14.54166667,349,349,14.54166667,31,132,3163,3163,30,0,0,2249,0,Yes,5955.55
hamilton 11h,7/20/2017,14.58333333,350,350,14.58333333,30,131,2938,2938,30,0,0,2248,0,Yes,5933.88
hamilton 11h,7/20/2017,14.625,351,351,14.625,30,132,3164,3164,30,0,0,2247,0,Yes,5914.19
hamilton 11h,7/20/2017,14.66666667,352,352,14.66666667,32,133,3180,3180,30,0,0,2245,0,Yes,5914.74
hamilton 11h,7/20/2017,14.70833333,353,353,14.70833333,33,131,3072,3072,30,0,0,2243,0,Yes,5942.17
hamilton 11h,7/20/2017,14.75,354,354,14.75,30,132,3108,3108,30,0,0,2241,0,Yes,5957.35
hamilton 11h,7/20/2017,14.79166667,355,355,14.79166667,33,131,2907,2907,30,0,0,2240,0,Yes,5929.01
hamilton 11h,7/20/2017,14.83333333,356,356,14.83333333,31,128,2856,2856,30,0,0,2240,0,Yes,5908
hamilton 11h,7/20/2017,14.875,357,357,14.875,32,129,3009,3009,30,0,0,2239,0,Yes,5933.2
hamilton 11h,7/20/2017,14.91666667,358,358,14.91666667,31,133,2879,2879,30,0,0,2239,0,Yes,5945.98
hamilton 11h,7/20/2017,14.95833333,359,359,14.95833333,30,132,2907,2907,30,0,0,2238,0,Yes,5930.96
hamilton 11h,7/20/2017,15,360,360,15,30,132,2988,2988,30,0,0,2238,0,Yes,5896.64
hamilton 11h,7/20/2017,15.04166667,361,361,15.04166667,32,129,3141,3141,30,0,0,2238,0,Yes,5978.46
hamilton 11h,7/20/2017,15.08333333,362,362,15.08333333,31,131,3082,3082,30,0,0,2237,0,Yes,5933.66
hamilton 11h,7/20/2017,15.125,363,363,15.125,33,130,3001,3001,30,0,0,2236,0,Yes,5920.06
hamilton 11h,7/20/2017,15.16666667,364,364,15.16666667,29,132,2820,2820,30,0,0,2232,0,Yes,5940.03
hamilton 11h,7/20/2017,15.20833333,365,365,15.20833333,30,131,3042,3042,30,0,0,2231,0,Yes,5942.9
hamilton 11h,7/20/2017,15.25,366,366,15.25,29,132,2960,2960,30,0,0,2230,0,Yes,5939.01
hamilton 11h,7/20/2017,15.29166667,367,367,15.29166667,29,133,2755,2755,30,0,0,2230,0,Yes,5894.4
hamilton 11h,7/20/2017,15.33333333,368,368,15.33333333,30,132,2632,2632,30,0,0,2229,0,Yes,5911.2
hamilton 11h,7/21/2017,15.375,369,369,15.375,30,133,3010,3010,30,0,0,2229,0,Yes,5927.77
hamilton 11h,7/21/2017,15.41666667,370,370,15.41666667,30,132,2844,2844,30,0,0,2228,0,Yes,5886.26
hamilton 11h,7/21/2017,15.45833333,371,371,15.45833333,30,131,2760,2760,30,0,0,2227,0,Yes,5923.4
hamilton 11h,7/21/2017,15.5,372,372,15.5,29,132,3120,3120,30,0,0,2226,0,Yes,5881.55
hamilton 11h,7/21/2017,15.54166667,373,373,15.54166667,30,131,3090,3090,30,0,0,2225,0,Yes,5885.53
hamilton 11h,7/21/2017,15.58333333,374,374,15.58333333,29,130,2596,2596,30,0,0,2224,0,Yes,5896.76
hamilton 11h,7/21/2017,15.625,375,375,15.625,30,131,3136,3136,30,0,0,2223,0,Yes,5886.1
hamilton 11h,7/21/2017,15.66666667,376,376,15.66666667,28,130,2864,2864,30,0,0,2222,0,Yes,5925.76
hamilton 11h,7/21/2017,15.70833333,377,377,15.70833333,30,131,3180,3180,30,0,0,2221,0,Yes,5918.51
hamilton 11h,7/21/2017,15.75,378,378,15.75,31,132,3089,3089,30,0,0,2220,0,Yes,5894.53
hamilton 11h,7/21/2017,15.79166667,379,379,15.79166667,32,130,2761,2761,30,0,0,2220,0,Yes,5934.85
hamilton 11h,7/21/2017,15.83333333,380,380,15.83333333,29,133,2910,2910,30,0,0,2219,0,Yes,5921.53
hamilton 11h,7/21/2017,15.875,381,381,15.875,31,132,2865,2865,30,0,0,2218,0,Yes,5906.35
hamilton 11h,7/21/2017,15.91666667,382,382,15.91666667,32,130,3001,3001,30,0,0,2217,0,Yes,5868.21
hamilton 11h,7/21/2017,15.95833333,383,383,15.95833333,30,133,3182,3182,30,0,0,2217,0,Yes,5884.32
hamilton 11h,7/21/2017,16,384,384,16,31,128,2988,2988,30,0,0,2216,0,Yes,5898.61
hamilton 11h,7/21/2017,16.04166667,385,385,16.04166667,29,131,2765,2765,30,0,0,2214,0,Yes,5931.56
hamilton 11h,7/21/2017,16.08333333,386,386,16.08333333,33,130,2888,2888,30,0,0,2212,0,Yes,5884.09
hamilton 11h,7/21/2017,16.125,387,387,16.125,32,130,2916,2916,30,0,0,2211,0,Yes,5900.17
hamilton 11h,7/21/2017,16.16666667,388,388,16.16666667,31,131,2757,2757,30,0,0,2208,0,Yes,5945.89
hamilton 11h,7/21/2017,16.20833333,389,389,16.20833333,30,130,2833,2833,30,0,0,2208,0,Yes,5967.34
hamilton 11h,7/21/2017,16.25,390,390,16.25,30,130,2924,2924,30,0,0,2207,0,Yes,5896.97
hamilton 11h,7/21/2017,16.29166667,391,391,16.29166667,30,131,2710,2710,30,0,0,2207,0,Yes,5923.14
hamilton 11h,7/21/2017,16.33333333,392,392,16.33333333,29,131,2680,2680,30,0,0,2206,0,Yes,5934.1
hamilton 11h,7/22/2017,16.375,393,393,16.375,29,131,2825,2825,30,0,0,2206,0,Yes,5863.46
hamilton 11h,7/22/2017,16.41666667,394,394,16.41666667,29,131,2644,2644,30,0,0,2205,0,Yes,5867.72
hamilton 11h,7/22/2017,16.45833333,395,395,16.45833333,29,132,2880,2880,30,0,0,2204,0,Yes,5959.06
hamilton 11h,7/22/2017,16.5,396,396,16.5,28,132,2702,2702,30,0,0,2203,0,Yes,5856.01
hamilton 11h,7/22/2017,16.54166667,397,397,16.54166667,29,133,2876,2876,30,0,0,2202,0,Yes,5901.77
hamilton 11h,7/22/2017,16.58333333,398,398,16.58333333,28,132,2608,2608,30,0,0,2201,0,Yes,5844.65
hamilton 11h,7/22/2017,16.625,399,399,16.625,28,132,2888,2888,30,0,0,2200,0,Yes,5868.78
hamilton 11h,7/22/2017,16.66666667,400,400,16.66666667,28,131,2832,2832,30,0,0,2200,0,Yes,5926.57
hamilton 11h,7/22/2017,16.70833333,401,401,16.70833333,30,132,2910,2910,30,0,0,2199,0,Yes,5902.44
hamilton 11h,7/22/2017,16.75,402,402,16.75,29,129,2907,2907,30,0,0,2198,0,Yes,5910.97
hamilton 11h,7/22/2017,16.79166667,403,403,16.79166667,31,131,2981,2981,30,0,0,2196,0,Yes,5876.14
hamilton 11h,7/22/2017,16.83333333,404,404,16.83333333,30,130,3002,3002,30,0,0,2195,0,Yes,5848.06
hamilton 11h,7/22/2017,16.875,405,405,16.875,32,130,2966,2966,30,0,0,2194,0,Yes,5867.05
hamilton 11h,7/22/2017,16.91666667,406,406,16.91666667,30,132,3110,3110,30,0,0,2193,0,Yes,5917.61
hamilton 11h,7/22/2017,16.95833333,407,407,16.95833333,29,129,2870,2870,30,0,0,2192,0,Yes,5893.11
hamilton 11h,7/22/2017,17,408,408,17,31,131,2893,2893,30,0,0,2192,0,Yes,5885.46
hamilton 11h,7/22/2017,17.04166667,409,409,17.04166667,31,130,3086,3086,30,0,0,2192,0,Yes,5916.19
hamilton 11h,7/22/2017,17.08333333,410,410,17.08333333,30,131,2972,2972,30,0,0,2191,0,Yes,5895.95
hamilton 11h,7/22/2017,17.125,411,411,17.125,30,130,3113,3113,30,0,0,2190,0,Yes,5875.67
hamilton 11h,7/22/2017,17.16666667,412,412,17.16666667,29,130,2805,2805,30,0,0,2188,0,Yes,5923.14
hamilton 11h,7/22/2017,17.20833333,413,413,17.20833333,29,130,3015,3015,30,0,0,2187,0,Yes,5927.48
hamilton 11h,7/22/2017,17.25,414,414,17.25,28,129,2788,2788,30,0,0,2186,0,Yes,5896.96
hamilton 11h,7/22/2017,17.29166667,415,415,17.29166667,29,130,2920,2920,30,0,0,2184,0,Yes,5932.37
hamilton 11h,7/22/2017,17.33333333,416,416,17.33333333,28,129,2786,2786,30,0,0,2183,0,Yes,5887.41
hamilton 11h,7/23/2017,17.375,417,417,17.375,29,130,3030,3030,30,0,0,2182,0,Yes,5920.39
hamilton 11h,7/23/2017,17.41666667,418,418,17.41666667,28,130,2746,2746,30,0,0,2182,0,Yes,5891.82
hamilton 11h,7/23/2017,17.45833333,419,419,17.45833333,28,130,2989,2989,30,0,0,2182,0,Yes,5938.31
hamilton 11h,7/23/2017,17.5,420,420,17.5,27,130,3011,3011,30,0,0,2181,0,Yes,5879.64
hamilton 11h,7/23/2017,17.54166667,421,421,17.54166667,28,130,2940,2940,30,0,0,2181,0,Yes,5887.3
hamilton 11h,7/23/2017,17.58333333,422,422,17.58333333,27,129,2726,2726,30,0,0,2180,0,Yes,5879.17
hamilton 11h,7/23/2017,17.625,423,423,17.625,28,130,3025,3025,30,0,0,2180,0,Yes,5862.64
hamilton 11h,7/23/2017,17.66666667,424,424,17.66666667,29,129,3005,3005,30,0,0,2179,0,Yes,5858.48
hamilton 11h,7/23/2017,17.70833333,425,425,17.70833333,28,130,2988,2988,30,0,0,2178,0,Yes,5847.74
hamilton 11h,7/23/2017,17.75,426,426,17.75,28,129,2621,2621,30,0,0,2176,0,Yes,5857.07
hamilton 11h,7/23/2017,17.79166667,427,427,17.79166667,29,129,2977,2977,30,0,0,2175,0,Yes,5831.64
hamilton 11h,7/23/2017,17.83333333,428,428,17.83333333,28,129,2780,2780,30,0,0,2174,0,Yes,5864.49
hamilton 11h,7/23/2017,17.875,429,429,17.875,28,129,2598,2598,30,0,0,2173,0,Yes,5872.7
hamilton 11h,7/23/2017,17.91666667,430,430,17.91666667,29,129,2764,2764,30,0,0,2172,0,Yes,5828.95
hamilton 11h,7/23/2017,17.95833333,431,431,17.95833333,28,128,2921,2921,30,0,0,2172,0,Yes,5852.32
hamilton 11h,7/23/2017,18,432,432,18,28,128,2855,2855,30,0,0,2171,0,Yes,5819.8
hamilton 11h,7/23/2017,18.04166667,433,433,18.04166667,29,129,2611,2611,30,0,0,2170,0,Yes,5877.13
hamilton 11h,7/23/2017,18.08333333,434,434,18.08333333,28,128,2870,2870,30,0,0,2169,0,Yes,5832.42
hamilton 11h,7/23/2017,18.125,435,435,18.125,29,128,2714,2714,30,0,0,2168,0,Yes,5871.91
hamilton 11h,7/23/2017,18.16666667,436,436,18.16666667,28,130,2562,2562,30,0,0,2167,0,Yes,5849.27
hamilton 11h,7/23/2017,18.20833333,437,437,18.20833333,29,129,2831,2831,30,0,0,2166,0,Yes,5869.01
hamilton 11h,7/23/2017,18.25,438,438,18.25,28,129,2739,2739,30,0,0,2165,0,Yes,5824.44
hamilton 11h,7/23/2017,18.29166667,439,439,18.29166667,29,127,2810,2810,30,0,0,2164,0,Yes,5880.76
hamilton 11h,7/23/2017,18.33333333,440,440,18.33333333,29,129,2756,2756,30,0,0,2163,0,Yes,5830.96
hamilton 11h,7/24/2017,18.375,441,441,18.375,28,128,2910,2910,30,0,0,2162,0,Yes,5821.5
hamilton 11h,7/24/2017,18.41666667,442,442,18.41666667,28,127,2735,2735,30,0,0,2161,0,Yes,5840.3
hamilton 11h,7/24/2017,18.45833333,443,443,18.45833333,27,128,2862,2862,30,0,0,2160,0,Yes,5876.19
hamilton 11h,7/24/2017,18.5,444,444,18.5,27,127,2533,2533,30,0,0,2159,0,Yes,5820.58
hamilton 11h,7/24/2017,18.54166667,445,445,18.54166667,29,128,2771,2771,30,0,0,2158,0,Yes,5821.35
hamilton 11h,7/24/2017,18.58333333,446,446,18.58333333,28,127,2743,2743,30,0,0,2157,0,Yes,5826.76
hamilton 11h,7/24/2017,18.625,447,447,18.625,28,127,2791,2791,30,0,0,2157,0,Yes,5896.21
hamilton 11SH,7/24/2019,0.041666667,1,1,0.041666667,0,86,0,0,18,0,0,3068,0.2,0,7448.05
hamilton 11SH,7/24/2019,0.083333333,2,2,0.083333333,0,91,0,0,18,0,0,2949,0.2,0,7328.81
hamilton 11SH,7/24/2019,0.125,3,3,0.125,0,94,0,0,18,0,0,2845,0.2,0,7224.49
hamilton 11SH,7/24/2019,0.166666667,4,4,0.166666667,0,91,0,0,18,0,0,2772,0.2,0,7150.77
hamilton 11SH,7/24/2019,0.208333333,5,5,0.208333333,0,20,456,456,20,0,0,2722,0.2,0,7096.01
hamilton 11SH,7/24/2019,0.25,6,6,0.25,0,18,367,367,20,0,0,2677,0.2,0,7050.72
hamilton 11SH,7/24/2019,0.291666667,7,7,0.291666667,0,10,312,312,20,0,0,2621,0.2,0,6994.19
hamilton 11SH,7/24/2019,0.333333333,8,8,0.333333333,0,11,312,312,20,0,0,2569,0.2,0,6941.91
hamilton 11SH,7/25/2019,0.375,9,9,0.375,0,10,96,96,20,0,0,2556,0.2,0,6928.81
hamilton 11SH,7/25/2019,0.416666667,10,10,0.416666667,0,10,528,528,21,0,0,2464,0.2,0,6836.26
hamilton 11SH,7/25/2019,0.458333333,11,11,0.458333333,0,11,576,576,21,0,0,2362,0.2,0,6733.7
hamilton 11SH,7/25/2019,0.5,12,12,0.5,0,10,504,504,21,0,0,2254,0.2,0,6625.02
hamilton 11SH,7/25/2019,0.541666667,13,13,0.541666667,0,8,336,336,21,0,0,2205,0.2,0,6575.71
hamilton 11SH,7/25/2019,0.583333333,14,14,0.583333333,0,3,94,94,21,0,0,2212,0,0,6582.75
hamilton 11SH,7/25/2019,0.625,15,15,0.625,0,5,144,144,23,0,0,2210,0,0,6580.72
hamilton 11SH,7/25/2019,0.666666667,16,16,0.666666667,26,51,528,528,23,0,0,2085,0.2,17778,6023.13
hamilton 11SH,7/25/2019,0.708333333,17,17,0.708333333,28,96,384,384,23,0,0,2227,0.2,17778,6355.94
hamilton 11SH,7/25/2019,0.75,18,18,0.75,30,91,864,864,23,0,0,2219,0.2,17778,6208.19
